game_str,play_id,timestamp,startrun_ts,time_lost,spd_sm_mapsoft_theta,acc_5to10_95th,ft_til_1st_sm,spd_to_1st_sm,shouldstartrun_ts,E_itsx_ts,E_catch_ts,wouldbe_ft_til_1st_itsx_ifmax,wouldbe_ft_til_1st_itsx_ifmed,wouldbe_ft_til_1st_catch_ifmax,wouldbe_ft_til_1st_catch_ifmed,wouldbe_ft_til_1st_itsx_ifmean,wouldbe_ft_til_1st_catch_ifmean
y1_d001_CGA_QEA,21.0,560749,560749.0,0.0,29.03985781551432,23.519887976364657,91.2767412856372,5.896026703539405,560749.0,564599.7740354696,564681.4035458401,-4.404516693231129,2.110626905202354,-4.961859,1.5883695,4.9271173,4.4921684
y1_d001_CGA_QEA,138.0,5241255,5241255.0,0.0,28.55818276113311,22.18615447645277,87.72211182497134,2.5330989763807565,5241255.0,5244105.4971694,5244260.743607682,29.33074834379581,33.77245226603058,25.210217,30.013977,35.489567,31.916538
y1_d001_CGA_QEA,218.0,8406930,8406930.0,0.0,29.936819096146188,21.23164560790088,91.80749459718211,1.1720094073311316,8406930.0,8410680.615279974,8410784.052341068,8.705136898904598,15.986809868146876,5.708334,13.293599,18.462696,15.932434
y1_d001_CGA_QEA,255.0,9715530,9715530.0,0.0,28.789288354026176,21.54155616598899,90.90625816794854,5.262534288680456,9715530.0,9719130.937308049,9719219.996474156,5.840595684648823,11.650395067499463,5.5167236,11.349591,13.933247,13.587576
y1_d001_CGA_QEA,311.0,11883830,11883830.0,0.0,26.969202933732177,22.97527886342777,88.75026678049417,3.251866402976873,11883830.0,11887880.327790782,11887966.184340034,-4.175658647525008,2.637747825855396,-4.5739617,2.2664855,5.4904814,5.131175
y1_d002_CGA_QEA,30.0,1136471,1136471.0,0.0,26.969202933732177,22.97527886342777,91.50495825760164,3.724328922807274,1136471.0,1140271.6597033828,1140371.5995002163,4.96899311860191,11.305247026420783,2.1555624,8.6973915,13.707519,13.527895
y1_d002_CGA_QEA,35.0,1281421,1281421.0,0.0,29.03985781551432,23.519887976364657,91.27967640831255,4.403588485562295,1281421.0,1284771.1319495025,1284850.6618786936,12.747357030410814,18.354460350414517,12.134799,17.784103,20.633785,20.070118
y1_d002_CGA_QEA,142.0,5020221,5020221.0,0.0,30.014978344676088,24.38659498937141,92.07571098145483,3.1687941579082235,5020221.0,5024421.426234028,5024505.179476862,-11.797966262933215,-1.7375137340257636,-12.333131,-2.2021124,1.7808343,1.6693084
y1_d002_CGA_QEA,176.0,6296571,6296571.0,0.0,28.789288354026176,21.54155616598899,85.38289180616117,6.611599748841002,6296571.0,6299871.503586014,6299970.634116527,7.557232132109409,12.66730235669098,7.531624,12.643599,14.660739,12.095122
y1_d003_CGA_QEA,12.0,376690,376690.0,0.0,31.836479615871127,26.15263095566485,86.55742928327237,2.3328244505961493,376690.0,380290.0820963663,380400.2871385242,5.679436013129632,14.365700845473054,2.8424602,11.967312,17.471336,15.078313
y1_d003_CGA_QEA,105.0,4448756,4448756.0,0.0,30.782888304957744,23.80877571968228,91.90568089586203,2.488462122400392,4448756.0,4452606.900327836,4452690.33147191,-0.0011872626657154,8.599008997408172,-0.5479907,8.122685,11.698715,11.459498
y1_d003_CGA_QEA,124.0,5264806,5264806.0,0.0,32.81487147855981,21.40088397261536,90.78949422855312,5.210396447934045,5264806.0,5268356.638171764,5268442.561431967,4.2112532463882,11.950725204314862,3.7239277,11.545294,14.2721815,13.931451
y1_d003_CGA_QEA,133.0,5480856,5480856.0,0.0,29.31342391601084,15.143515059438355,91.05763793600228,3.562298571427789,5480856.0,5484706.980318964,5484794.363344774,5.481597063374172,10.46026605710177,5.1047754,10.099625,12.575902,12.298055
y1_d003_CGA_QEA,139.0,5735706,5735706.0,0.0,27.38643283237457,17.16403476555797,87.175485398456,4.951083229285871,5735706.0,5738456.49604235,5738593.738421728,31.79878299053518,34.89236867048007,30.117275,33.333668,36.12128,32.605125
y1_d003_CGA_QEA,152.0,6199656,6199656.0,0.0,31.836479615871127,26.15263095566485,88.18666621334481,5.9910033728300505,6199656.0,6203206.285905259,6203282.278255596,2.2579333032346565,10.881388016886037,1.4857019,10.231897,13.904138,13.307711
y1_d003_CGA_QEA,166.0,6784456,6784456.0,0.0,28.55818276113311,22.18615447645277,91.29792835889737,5.103913870242707,6784456.0,6788506.714515297,6788600.139495025,-6.40908276225261,0.7035170676254889,-6.6038737,0.5223292,3.5896962,3.416015
y1_d003_CGA_QEA,189.0,8044841,8044841.0,0.0,30.576201601283017,22.900612161359938,91.16251129932486,2.862081974354851,8044841.0,8048291.62348509,8048431.942391772,14.801284209238858,21.47729880567082,12.967271,19.866034,24.025314,22.496288
y1_d004_CGA_QEA,4.0,76576,76576.0,0.0,28.789288354026176,21.54155616598899,85.14262078581777,9.09951471137886,76576.0,79909.47031164938,80054.19707512415,5.760234794457016,10.826266063531182,1.1751827,6.568136,12.85078,8.806045
y1_d004_CGA_QEA,112.0,4589739,4589739.0,0.0,29.79064702908964,23.797244463170816,88.3634620317114,4.401774538309562,4589739.0,4593765.899327939,4593839.511159198,-9.51484138811463,-1.8190863778538848,-13.506954,-5.4529634,1.2770711,0.46847945
y1_d004_CGA_QEA,200.0,7742547,7742547.0,0.0,27.092100476393444,24.38163731771368,91.4608386876646,3.3733954677132667,7742547.0,7746078.166524355,7746154.901465105,14.594450741047142,20.21143368711624,11.164012,17.031729,22.622704,19.53259
y1_d004_CGA_QEA,241.0,9857058,9857058.0,0.0,30.782888304957744,23.80877571968228,91.92270685212335,4.617957054827226,9857058.0,9860754.574202197,9860829.907433676,3.6898822619432057,11.174586259217048,-0.40379173,7.5941825,13.898586,10.609552
y1_d005_JJS_YJD,8.0,203001,203001.0,0.0,29.251223972732976,18.378152044481176,91.60168678782358,4.469739431303052,203001.0,206829.59257423703,206920.1238193463,2.833226566366937,8.112047738924177,-0.4716805,4.962411,10.417861,7.491907
y1_d005_JJS_YJD,10.0,270487,270487.0,0.0,27.86969069197618,26.30746759656968,86.67082630126865,8.300543861887869,270487.0,274777.2851543689,274846.1473661115,-20.06838029403197,-13.039806458089116,-23.862173,-16.627241,-9.679175,-13.100224
y1_d005_JJS_YJD,11.0,310681,310681.0,0.0,30.40074591655248,25.36602323131513,87.47232407360652,8.879293603611544,310681.0,314806.3209036529,314877.71931529744,-21.5786836469999,-11.257864319088052,-22.551775,-12.082335,-7.670631,-8.494094
y1_d005_JJS_YJD,119.0,4176293,4176293.0,0.0,32.10039245201825,23.26797342852614,85.94694351125655,3.265901876503969,4176293.0,4179593.246457776,4179696.7081754594,12.58336428374573,18.974003457594748,9.582145,16.388197,21.335527,18.798567
y1_d005_JJS_YJD,152.0,5728581,5728581.0,0.0,30.40074591655248,25.36602323131513,90.17489572904654,2.5588918376853647,5728581.0,5732475.8705934165,5732554.886022405,-0.6209629153643554,8.102590806434154,-4.5606875,4.690259,11.158841,8.016104
y1_d006_JJS_YJD,109.0,3555053,3555053.0,0.0,27.01771128769497,17.462420105243826,91.79649945277282,3.0361906857172016,3555053.0,3558453.066596676,3558574.830303709,21.53529030571832,25.84708499975704,19.398317,23.847975,27.555857,25.532032
y1_d006_JJS_YJD,136.0,4404903,4404903.0,0.0,31.603169409391924,25.28934996288967,87.99126058279346,1.3574973856310637,4404903.0,4408853.80886738,4408939.222216518,-3.9411018438549577,6.011262812155705,-4.425215,5.6012936,9.73821,9.428456
y1_d006_JJS_YJD,202.0,6487553,6487553.0,0.0,32.10039245201825,23.26797342852614,88.00847651806103,1.3279834596130513,6487553.0,6491153.561791209,6491238.421543475,9.982346127117228,17.696804334939117,9.504756,17.289282,20.572771,20.230362
y1_d006_JJS_YJD,230.0,7664403,7664403.0,0.0,30.76888368904108,52.11339270715003,87.65266085411965,7.968239035535588,7664403.0,7667603.792824633,7667686.496159558,2.787485143599035,16.390293394607184,2.1881282,15.932314,20.96157,20.525969
y1_d006_JJS_YJD,291.0,9629053,9629053.0,0.0,28.5190641431744,14.273528202310786,91.0674766763543,4.851025511964906,9629053.0,9633003.267213965,9633087.204275846,1.996900309573829,6.943848368548304,1.5234265,6.4996743,8.783955,8.314067
y1_d007_JJS_YJD,278.0,9416709,9416709.0,0.0,30.83541167227115,26.931626892289525,87.94431302040141,1.0087411061141438,9416709.0,9420859.344492337,9420966.476953046,-12.290447043178824,-1.165139027739818,-15.432316,-3.799306,2.770593,0.1366989
y1_d007_JJS_YJD,290.0,9918409,9918409.0,0.0,32.23570608623623,20.97063915315545,88.82946764812296,8.098428503702735,9918409.0,9921759.070212323,9921858.383756742,4.8145380369384565,11.132741279803383,4.7917604,11.112732,13.350892,13.266519
y1_d008_JJS_YJD,9.0,155708,155708.0,0.0,27.86969069197618,26.30746759656968,88.75443472072665,0.3854715376547801,155708.0,159258.63420281545,159352.6154809412,11.576162334958385,18.12576739719576,11.403393,17.964283,20.940474,20.746931
y1_d008_JJS_YJD,21.0,565458,565458.0,0.0,32.661425214197216,25.41590044687382,89.58264885277865,2.141326584173555,565458.0,569358.9426912765,569486.2309090596,-6.523544647501012,3.1619789589896623,-9.088858,1.028984,6.5310516,4.859177
y1_d008_JJS_YJD,40.0,1201458,1201458.0,0.0,34.37776291470447,20.43260447943548,87.32857849697167,3.3263490686715613,1201458.0,1205258.217897757,1205326.448902769,-4.343746598329012,5.015319716625932,-5.5270686,4.0803847,7.847862,6.9535346
y1_d008_JJS_YJD,112.0,3495758,3495758.0,0.0,29.44506253697732,20.73174890627456,91.76440605646324,2.839911922975205,3495758.0,3499708.2679829253,3499785.672659035,-0.4706767974896086,6.436192610813259,-1.169292,5.787325,9.280093,8.5757675
y1_d008_JJS_YJD,121.0,3810258,3810258.0,0.0,30.005163409941247,24.437970144837088,86.91074869632051,2.07696870233832,3810258.0,3814758.379219728,3814834.467734221,-23.91426835222659,-13.96887216339139,-24.695498,-14.665667,-9.6422205,-10.147106
y1_d008_JJS_YJD,221.0,7315108,7315108.0,0.0,30.40074591655248,25.36602323131513,90.69576685942556,1.2847042138085385,7315108.0,7318958.967255042,7319061.39649059,1.4380038131748958,10.352711536146217,-1.7216133,7.6111336,13.612879,10.921665
y1_d009_GEA_YJD,3.0,75591,75591.0,0.0,27.735257639073083,16.673304423077298,91.91081082814064,3.05142499505763,75591.0,79191.06648864884,79266.6424960762,15.98148188408046,20.97351660012493,15.289935,20.324991,22.926214,22.246683
y1_d009_GEA_YJD,85.0,2731941,2731941.0,0.0,34.37776291470447,20.43260447943548,92.15778562293708,3.3887135504221533,2731941.0,2735641.5505349496,2735739.0961915534,4.064246732043168,12.454448353552426,3.9748433,12.382735,15.379654,12.689577
y1_d009_GEA_YJD,158.0,5745108,5745108.0,0.0,27.735257639073083,16.673304423077298,87.72396347789487,3.728643222131609,5745108.0,5748458.140262675,5748581.480370005,17.60831550946728,22.13696182956468,15.449439,20.124044,23.78201,22.086098
y1_d009_GEA_YJD,169.0,6200908,6200908.0,0.0,28.25635394938364,19.69610045262697,92.42905202347428,2.2206915034954022,6200908.0,6204708.084394097,6204801.885946104,8.601318145036583,14.397714071905469,8.421895,14.229305,16.61249,16.355415
y1_d009_GEA_YJD,175.0,6361308,6361308.0,0.0,32.00547997095139,16.494646269311488,89.1533689789097,3.002837204189177,6361308.0,6364958.470766719,6365060.201717801,4.191732610864026,9.781937068768746,0.9458601,6.815434,11.890518,9.081273
y1_d009_GEA_YJD,236.0,8627458,8627458.0,0.0,32.00547997095139,16.494646269311488,87.27212258703642,4.104219154452267,8627458.0,8630958.559938412,8631049.175129527,4.930125337698216,10.09831234780561,4.623134,9.816906,11.99794,11.693835
y1_d009_GEA_YJD,238.0,8700258,8700258.0,0.0,32.00547997095139,16.494646269311488,88.18013930784254,3.039792826997996,8700258.0,8703808.203731712,8703898.827546285,6.408319986542283,11.765527602721315,6.1022277,11.484926,13.715719,13.403398
y1_d009_GEA_YJD,247.0,9131308,9131308.0,0.0,28.96768323757728,18.06253336538134,91.76001853977496,4.370248470348486,9131308.0,9134808.302380648,9134992.339489255,12.847631573427176,17.751317531010415,9.415881,14.534932,19.687634,16.053663
y1_d010_DYE_RZQ,164.0,10203825,10203825.0,0.0,27.27475898440878,25.272981259976177,91.96518654524628,3.3800493822508315,10203825.0,10207225.783532895,10207345.205012113,16.68058624551522,22.949782553328312,14.398624,20.890331,25.378044,23.293493
y1_d010_DYE_RZQ,214.0,11843475,11843475.0,0.0,30.58103473095258,26.139692485801334,92.41749685958914,3.292908181859673,11843475.0,11847775.193451902,11847845.050395206,-19.730434418722044,-8.865015169935013,-20.786734,-9.761968,-4.891709,-5.742953
y1_d010_GEA_YJD,54.0,1865366,1865366.0,0.0,34.37776291470447,20.43260447943548,92.5209819503817,1.7258728421327874,1865366.0,1868966.1200313284,1869046.219443724,12.39745920460376,20.208468479492275,11.706873,19.638279,22.874628,22.217354
y1_d010_GEA_YJD,65.0,2358466,2358466.0,0.0,28.25635394938364,19.69610045262697,86.79718518721693,4.175881501500669,2358466.0,2363366.861613792,2363454.91118314,-32.65507471918011,-25.35942412509028,-33.006184,-25.690495,-22.185036,-22.46592
y1_d010_GEA_YJD,73.0,2546866,2546866.0,0.0,30.082531877133967,22.37977413804373,88.40605071669586,0.9365662454263202,2546866.0,2551016.719990228,2551107.1198715884,-6.1336766784455605,3.108675660154903,-6.442477,2.8427913,6.4875236,6.427322
y1_d010_GEA_YJD,149.0,5206066,5206066.0,0.0,29.46911921032025,15.877541868127308,88.28292097963875,5.370889379053665,5206066.0,5209566.508396491,5209666.279284176,7.229837749662644,11.643532581360285,4.1736,8.726293,13.470792,13.341631
y1_d010_GEA_YJD,157.0,5418566,5418566.0,0.0,32.92278298691341,25.568318369289607,88.22782377477265,3.4037993077606643,5418566.0,5422066.317933049,5422140.13182841,3.370619240422811,11.128063655776934,2.4852524,10.372865,13.782447,13.011613
y1_d011_DYE_RZQ,263.0,8743773,8743773.0,0.0,27.855760277834207,24.211808932366804,91.80889740561987,1.290326549081442,8743773.0,8747273.311758315,8747358.128945883,16.578066295674525,22.83518434506781,16.145948,22.434164,25.484806,25.129564
y1_d011_GEA_YJD,9.0,309523,309523.0,0.0,28.113123314805566,15.256090724622595,91.84204952216848,1.9741220821623529,309523.0,313573.8826603087,313648.00308126974,5.132158522739692,10.338417569019,4.386949,9.631521,12.34014,11.66308
y1_d011_GEA_YJD,12.0,503973,503973.0,0.0,32.92278298691341,25.568318369289607,92.35937474352605,2.198395633513428,503973.0,507973.2323230242,508097.5540355581,-6.646770490291607,3.637162948855704,-9.337739,1.4194925,7.2560987,4.9262505
y1_d011_GEA_YJD,37.0,1294423,1294423.0,0.0,29.31892647260702,20.45043740977235,87.39083236121128,3.9897787176872153,1294423.0,1297873.509609905,1297956.7719381982,6.676872922569357,11.885907226099288,6.166826,11.405295,14.011318,13.590769
y1_d011_GEA_YJD,68.0,2258273,2258273.0,0.0,29.01779887332884,17.942263604323664,91.51700957683654,4.091933359128177,2258273.0,2261773.1284271227,2261865.3884357987,12.692461918399326,17.597712322130487,12.463369,17.382566,19.49164,19.204994
y1_d011_GEA_YJD,102.0,3537323,3537323.0,0.0,32.10039245201825,23.26797342852614,89.0830246456641,2.60058523255708,3537323.0,3541173.573607713,3541261.8095132387,-0.0786212407326516,8.956437401416467,-0.46761444,8.6337,11.850175,11.651011
y1_d011_GEA_YJD,212.0,7439973,7439973.0,0.0,30.83541167227115,26.931626892289525,91.95266593948112,2.7551546262279203,7439973.0,7443623.89295425,7443701.761204551,4.633208754650752,12.949128627896515,3.9119372,12.3307705,16.046253,15.334186
y1_d013_IXC_QEA,17.0,608975,608975.0,0.0,31.836479615871127,26.15263095566485,87.99087835716402,2.416016652609585,608975.0,612825.472360781,612928.2552761829,-1.16419012139344,8.671915213026555,-4.3263736,6.0310316,12.244143,9.836691
y1_d013_IXC_QEA,21.0,704175,704175.0,0.0,31.962259388656378,20.38040239413987,87.44628027147576,3.548683640631509,704175.0,707825.3318273997,707941.9845226352,1.3813560110558147,8.742838171262415,-1.4099098,6.321996,11.20551,9.205525
y1_d013_IXC_QEA,26.0,834925,834925.0,0.0,30.01959044069558,23.08507396292044,91.07342665476686,2.88928769108594,834925.0,838275.9392854,838355.2420224865,18.12898513911424,24.284620126957837,17.50769,23.733908,26.595913,26.065578
y1_d013_IXC_QEA,58.0,1907125,1907125.0,0.0,28.37681256292001,21.419625444801795,91.09275049620214,5.312956909369007,1907125.0,1910375.917182542,1910456.7473975236,16.22510705372954,21.062547483409748,15.667421,20.539522,22.998554,22.511765
y1_d013_IXC_QEA,69.0,2296375,2296375.0,0.0,29.5563947374648,23.625782882883403,91.62560795414352,2.920329991094377,2296375.0,2300225.2491479386,2300308.415569352,1.318935811966874,8.533639303124623,0.8070996,8.060901,11.293231,10.839702
y1_d013_IXC_QEA,87.0,3078725,3078725.0,0.0,31.209815913586976,26.638021956555345,90.48792723291773,6.183782055561267,3078725.0,3082175.6948956163,3082266.2181459386,3.041929463765836,10.951659065721664,2.7251716,10.681371,13.733806,13.498215
y1_d013_IXC_QEA,92.0,3209425,3209425.0,0.0,27.72503626723748,14.453602749630932,91.94119108874784,3.42697345313411,3209425.0,3213075.40497944,3213158.4511230625,16.19045634422369,20.63100154832483,15.713821,20.185646,22.35577,21.983622
y1_d013_IXC_QEA,164.0,6066582,6066582.0,0.0,30.01959044069558,23.08507396292044,91.52821398113466,4.081475078885717,6066582.0,6070532.142236589,6070631.241186891,-2.4942227394486998,5.967222641061204,-2.5226681,5.942513,8.920611,8.85626
y1_d013_IXC_QEA,239.0,8801782,8801782.0,0.0,30.66136667959004,16.84834003895162,91.55721234301676,5.41060413322441,8801782.0,8805582.035743628,8805654.30706875,-0.4762336627489676,4.949880558712439,-1.3585975,4.1257634,7.139309,6.3293824
y1_d014_IXC_QEA,8.0,197117,197117.0,0.0,28.37681256292001,21.419625444801795,91.10250781646732,3.554371041377067,197117.0,200617.11515424887,200700.27655505625,11.657686426014378,17.124541675862982,11.166342,16.663054,19.290068,18.937029
y1_d014_IXC_QEA,32.0,1028817,1028817.0,0.0,30.01959044069558,23.08507396292044,92.00761817780224,4.386772237537286,1028817.0,1032267.4173498282,1032391.6530249354,13.043906188018076,19.565136156773352,10.72999,17.525883,21.910824,19.791166
y1_d014_IXC_QEA,192.0,6613317,6613317.0,0.0,30.18938313922284,20.388183873159846,87.72186044735051,2.5538014914860696,6613317.0,6617167.880151608,6617258.843828728,-1.7329596065114763,5.568831045263333,-2.0219412,5.3091674,8.274403,8.008604
y1_d014_IXC_QEA,246.0,8650567,8650567.0,0.0,30.66136667959004,16.84834003895162,91.87668084120472,4.072649708528502,8650567.0,8654167.426744211,8654241.395213021,8.579298356598446,13.624430401368562,7.764753,12.859133,15.662711,14.835648
y1_d014_IXC_QEA,249.0,8852317,8852317.0,0.0,27.59896183003489,16.73156373692336,87.08016109048023,3.3379308295801025,8852317.0,8856567.885100521,8856662.38081063,-6.504801168876284,-0.4227136149427635,-6.661069,-0.57045823,2.1874464,2.0644364
y1_d014_IXC_QEA,265.0,9559924,9559924.0,0.0,28.068254425471736,19.88553146658319,88.93306487754738,2.775152472938487,9559924.0,9563674.267114133,9563770.791393915,5.018560205070777,10.42768958801198,4.9184685,10.33268,12.601593,12.542495
y1_d014_IXC_QEA,297.0,10511174,10511174.0,0.0,28.401990454359098,17.174604241587872,91.3177279528131,4.623675384978583,10511174.0,10514774.519208403,10514877.737444527,9.497613889446754,14.099180153362797,6.675264,11.410315,15.943664,13.232491
y1_d014_IXC_QEA,300.0,10701474,10701474.0,0.0,27.633936713624312,13.475718558639471,91.56083911674403,3.8861819669392617,10701474.0,10705324.848232122,10705411.310719632,11.512080358474558,16.045612540040732,11.135247,15.694235,17.67821,17.329447
y1_d014_IXC_QEA,303.0,10811674,10811674.0,0.0,27.059894309393435,25.826099733727965,91.41388642345504,0.9090853732251958,10811674.0,10815724.611445855,10815820.341523768,1.035309903767475,8.596603012431505,0.9153178,8.483977,11.837795,11.717106
y1_d015_IXC_QEA,49.0,1456724,1456724.0,0.0,27.059894309393435,25.826099733727965,91.66290103355644,4.118221445696122,1456724.0,1460324.9803323038,1460408.8813502514,8.683358393289442,14.72680571880773,8.23134,14.304067,17.366816,16.915009
y1_d015_IXC_QEA,68.0,2143024,2143024.0,0.0,30.66136667959004,16.84834003895162,90.2958616060686,6.513411275858516,2143024.0,2146724.1756234663,2146800.399070431,-0.2162501805099195,4.906750483799769,-0.97127914,4.200489,6.9847836,6.2908487
y1_d015_IXC_QEA,129.0,4112974,4112974.0,0.0,29.79039762136836,23.02591777410612,92.36933595606833,2.0166486267149253,4112974.0,4117224.480431122,4117313.068517435,-6.4653643058231545,2.6182694617633437,-6.8210316,2.2988536,6.0552735,5.7895074
y1_d015_IXC_QEA,178.0,6198901,6198901.0,0.0,27.059894309393435,25.826099733727965,89.2645106625909,3.3649948110405603,6198901.0,6202751.839161431,6202831.220578678,0.3435074492108769,6.927798986758302,-0.23588222,6.38391,9.829404,9.344997
y1_d015_IXC_QEA,207.0,7204951,7204951.0,0.0,30.66136667959004,16.84834003895162,88.79543756288159,1.9993409889468687,7204951.0,7208501.899018064,7208586.793930248,11.528758942852289,16.882855432153587,11.061395,16.444473,18.932846,18.495277
y1_d015_IXC_QEA,214.0,7517901,7517901.0,0.0,31.836479615871127,26.15263095566485,88.53894761911423,3.470077242860441,7517901.0,7521051.63378646,7521416.998148155,19.09312027526189,25.73255571231901,8.803363,16.917433,27.965878,19.524538
y1_d016_OXG_QEA,69.0,2095714,2095714.0,0.0,29.06338960445403,18.52849900128604,90.84371217595834,4.69535065079242,2095714.0,2099564.5939879827,2099676.927149892,-0.8953620129718689,4.305960956921954,-3.5221848,1.7941372,6.495109,4.650906
y1_d016_OXG_QEA,161.0,5233664,5233664.0,0.0,26.733810149323105,24.98517682022452,89.07868403413363,3.303229027885095,5233664.0,5237564.073044959,5237681.463210969,1.9982271412332504,9.855994855207731,-0.32176283,7.7710423,12.810642,11.120516
y1_d016_OXG_QEA,178.0,5626364,5626364.0,0.0,29.76570411485445,18.790786575410284,87.30465354647343,1.7214200413084768,5626364.0,5629664.709292399,5629761.68381316,18.957367642831155,23.97829989262694,18.86686,23.895704,26.038708,25.915022
y1_d016_OXG_QEA,189.0,6024064,6024064.0,0.0,31.836479615871127,26.15263095566485,87.01081852283315,2.27808534096539,6024064.0,6028264.921355435,6028349.13147131,-13.238020789450252,-1.3107097659839864,-13.768415,-1.746661,2.8627138,2.4559712
y1_d016_OXG_QEA,215.0,6950014,6950014.0,0.0,30.576201601283017,22.900612161359938,89.50809320371401,1.88310816098408,6950014.0,6953814.588045525,6953904.195232125,4.6938249935878975,12.829650288302052,4.367008,12.545393,15.96892,15.702003
y1_d016_OXG_QEA,238.0,7803964,7803964.0,0.0,30.654266776927184,32.41193157541659,87.89653080992457,4.09691693820406,7803964.0,7807464.773378659,7807569.516646426,-1.2903044246107045,9.03135221549478,-4.6387134,6.340347,12.52806,9.985273
y1_d018_OXG_QEA,4.0,79267,79267.0,0.0,28.641791381040704,24.82574135746632,88.78272530516182,4.554440185486612,79267.0,83017.1397771123,83107.94806568736,-2.400141808795155,4.1855449687257416,-2.6762962,3.9269888,6.8758993,6.560295
y1_d018_OXG_QEA,8.0,157617,157617.0,0.0,29.06338960445403,18.52849900128604,90.23984164939758,4.270992956180351,157617.0,161217.61933061908,161297.99796613265,6.820568157386704,11.711324014631415,6.2352343,11.153904,13.713894,13.199937
