game_str,play_id,batter,hand,mean_hustle_plus,mean_effort,pr_safe_baseline,stretch_by_1st_saved_ms,pr_safe_wouldbe_mean,pr_safe_wouldbe_max,pr_safe_wouldbe_med,nth_throw,safe,advanced,time_lost,spd_sm_mapsoft_theta,acc_5to10_95th,wouldbe_ft_til_1st_itsx_ifmax,wouldbe_ft_til_1st_itsx_ifmed,wouldbe_ft_til_1st_catch_ifmax,wouldbe_ft_til_1st_catch_ifmed
y1_d001_CGA_QEA,21.0,CGA-1824,R,136.48429922103278,97.40904912842447,0.9981804288156065,15.149841675185598,0.7242879662070207,0.9999852766657329,0.9352927344671222,2,True,False,0.0,29.03985781551432,23.519887976364657,-4.404516693231129,2.110626905202354,-4.961859,1.5883695
y1_d001_CGA_QEA,26.0,CGA-1353,L,116.5008982774681,83.14686589288404,0.30103442447600626,-7.9599846239434555,0.2387383076534199,0.2727028027853434,0.2387961032272428,1,False,False,250.0,27.92989886470318,15.293579295018844,10.041232269963858,14.37143011929043,7.465166,11.933655
y1_d001_CGA_QEA,136.0,QEA-0071,L,64.1489978334234,45.78323599973604,0.19402601012587828,4.61640087235719,0.11638381149718026,0.11638381892964006,0.11638381151544765,1,False,False,300.0,28.068254425471736,19.88553146658319,19.322979020130774,24.094980828695206,19.124655,23.90862
y1_d001_CGA_QEA,138.0,CGA-2010,L,97.52060382277746,69.600601263465,0.22409332549587635,-7.739791551604867,0.13714429435117137,0.13777467367242,0.13714429435118752,1,False,False,0.0,28.55818276113311,22.18615447645277,29.33074834379581,33.77245226603058,25.210217,30.013977
y1_d001_CGA_QEA,218.0,CGA-1929,R,109.14243450196112,77.89511925602524,0.24359588243546837,-6.128883063793182,0.17955359977040658,0.540663157913043,0.1940460385212311,1,False,False,0.0,29.936819096146188,21.23164560790088,8.705136898904598,15.986809868146876,5.708334,13.293599
y1_d001_CGA_QEA,236.0,QEA-0365,L,110.49563334501454,78.8608993005859,0.1741222149899363,-21.037942700088024,0.12870102402572495,0.9962342770080899,0.3884808713051172,1,False,False,1050.0,31.836479615871127,26.15263095566485,-0.1040751271133326,8.818644873602777,-0.9351923,8.116831
y1_d001_CGA_QEA,252.0,CGA-1458,R,130.13494167876956,92.8775031242454,0.16461846082050458,28.21441267617047,0.11601811533711248,0.12182518292433907,0.11663940114982779,1,False,False,150.0,28.789288354026176,21.54155616598899,13.026628042576434,19.072908966178304,12.349847,18.44754
y1_d001_CGA_QEA,255.0,CGA-1458,R,103.30616053873723,73.72976177201208,0.1551221975471999,12.092268073931336,0.10466221169683909,0.495405772823831,0.10495249021337225,1,False,False,0.0,28.789288354026176,21.54155616598899,5.840595684648823,11.650395067499463,5.5167236,11.349591
y1_d001_CGA_QEA,311.0,CGA-1592,L,111.29599770294811,79.43212054367065,0.33807130758571646,-35.87911213375628,0.6455259360398865,0.9999720075891784,0.8702784807685007,2,False,False,0.0,26.969202933732177,22.97527886342777,-4.175658647525008,2.637747825855396,-4.5739617,2.2664855
y1_d002_CGA_QEA,11.0,QEA-0365,L,124.22208263938174,88.65748675646955,0.21241043899388412,8.832880343019497,0.15048651480411065,0.16304141074039347,0.15048651521928405,1,False,False,400.0,31.836479615871127,26.15263095566485,14.98301101750926,21.660939828790383,14.676878,21.395628
y1_d002_CGA_QEA,30.0,CGA-1592,R,109.34463333935793,78.0394288696446,0.5938091404786952,6.586015503155068,0.4221393091886201,0.9066823106465258,0.43278539639555214,1,False,False,0.0,26.969202933732177,22.97527886342777,4.96899311860191,11.305247026420783,2.1555624,8.6973915
y1_d002_CGA_QEA,31.0,CGA-1592,L,85.69296592866702,61.159198352828426,0.3254607516286422,-11.582589141558856,0.21673601853352628,0.2178985484255114,0.21673601853352725,1,False,False,100.0,26.969202933732177,22.97527886342777,29.83608422961047,34.58501936912864,27.515228,32.468708
y1_d002_CGA_QEA,35.0,CGA-1824,R,112.98087697825106,80.63462141036491,0.16726140436253023,-29.077540235361084,0.11411474616146816,0.11964157890433665,0.11411478061754876,1,False,False,0.0,29.03985781551432,23.519887976364657,12.747357030410814,18.35446035041452,12.134799,17.784103
y1_d002_CGA_QEA,49.0,QEA-0364,L,105.0745179033703,74.9918410763077,0.42689414341722964,-20.14796281303279,0.26819153800368195,0.9968923836616223,0.4593325043622628,2,False,False,150.0,30.18938313922284,20.388183873159846,-0.3457961102951106,6.486271226371192,-1.1710331,5.7440767
y1_d002_CGA_QEA,142.0,QEA-0252,R,120.51891783819127,86.01453248181241,0.9202136309918494,3.6851485231891274,0.9387975537989108,0.9999999993883727,0.9995435093957511,1,True,False,0.0,30.014978344676088,24.38659498937141,-11.797966262933215,-1.7375137340257636,-12.333131,-2.2021124
y1_d002_CGA_QEA,145.0,QEA-0369,R,72.82388727635701,51.974517610538,0.6047324463272856,-32.899849427863955,0.42489028701253073,0.6886647500957848,0.4249076290399472,1,False,False,100.0,30.01959044069558,23.08507396292044,6.67252657511184,14.173660812661767,6.2993894,13.846817
y1_d002_CGA_QEA,176.0,CGA-1458,L,126.92223636104201,90.5845905187972,0.23792540824108954,-3.1282955231145024,0.18760664391917442,0.4870487478613142,0.1875850797546834,1,False,False,0.0,28.789288354026176,21.54155616598899,7.557232132109409,12.66730235669098,7.531624,12.643599
y1_d002_CGA_QEA,227.0,QEA-0180,L,52.880912550680684,37.74118662735802,0.2878273520738315,34.23464273381978,0.10134893573609734,0.1101626529730698,0.10135000474456307,1,False,False,100.0,30.576201601283017,22.900612161359938,11.404392031979514,18.075593684377687,8.650942,15.659367
y1_d002_CGA_QEA,232.0,CGA-1353,L,124.88957671050571,89.13387827650621,0.9999699868373652,-16.47680931445211,0.9993212439332388,0.9999999682164493,0.9999638343309878,2,True,False,300.0,27.92989886470318,15.293579295018844,-8.902286361604318,-3.6839619734005353,-9.837581,-4.575001
